order_date,shipment_number,bill_to_code,from_site_code,from_site_name,to_site_code,to_site_name,pickup_date,delivery_due_date,price,cost,cost1,cost2,cost3,cost4,delivered_flag,service_flag,margin,order_date_raw,pickup_date_raw,delivery_due_date_raw
2021-01-22,21187.000000,1424.000000,1424.000000,CAPMATIC,1424.000000,CAPMATIC,2021-01-01,2021-01-01,0.0,0.0,0.0,0.0,,0.0,,,0.0,20210122.000000,20210101.000000,20210101.000000
2021-02-03,21191.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2021-02-03,2021-02-03,0.0,0.0,0.0,0.0,,0.0,,,0.0,20210203.000000,20210203.000000,20210203.000000
2021-03-03,21197.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2021-03-04,2021-03-04,0.0,0.0,0.0,0.0,,0.0,,,0.0,20210303.000000,20210304.000000,20210304.000000
2021-03-05,21199.000000,1424.000000,1424.000000,CAPMATIC,6136.000000,HENKEL,2021-04-02,2021-04-05,0.0,0.0,0.0,0.0,,0.0,,,0.0,20210305.000000,20210402.000000,20210405.000000
2021-01-15,21185.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2021-01-15,2021-01-15,0.0,0.0,0.0,0.0,,0.0,,,0.0,20210115.000000,20210115.000000,20210115.000000
2021-01-22,21186.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2021-01-22,2021-01-22,0.0,0.0,0.0,0.0,,0.0,,,0.0,20210122.000000,20210122.000000,20210122.000000
2021-04-15,21218.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2021-04-19,2021-04-19,0.0,0.0,0.0,0.0,,0.0,,,0.0,20210415.000000,20210419.000000,20210419.000000
2021-04-21,21219.000000,1424.000000,6128.000000,ELSO,1424.000000,CAPMATIC,2021-04-21,2021-04-21,0.0,0.0,0.0,0.0,,0.0,,,0.0,20210421.000000,20210421.000000,20210421.000000
2021-01-04,21183.000000,4571.000000,6126.000000,LICAPLAST,6127.000000,SCOTTS DELHI,2021-01-05,2021-01-07,0.0,0.0,0.0,0.0,,0.0,,,0.0,20210104.000000,20210105.000000,20210107.000000
2021-01-12,21184.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2021-01-14,2021-01-14,0.0,0.0,0.0,0.0,,0.0,,,0.0,20210112.000000,20210114.000000,20210114.000000
