order_date,shipment_number,bill_to_code,from_site_code,from_site_name,to_site_code,to_site_name,pickup_date,delivery_due_date,price,cost,cost1,cost2,cost3,cost4,delivered_flag,service_flag,margin,order_date_raw,pickup_date_raw,delivery_due_date_raw
2018-09-28,20691.000000,3169.000000,5123.000000,WERZALIT OF AMERICA,3169.000000,CONVERDIS,2018-10-03,2018-10-05,0.0,0.0,0.0,0.0,,0.0,,,0.0,20180928.000000,20181003.000000,20181005.000000
2018-10-04,20698.000000,1424.000000,1424.000000,CAPMATIC,5885.000000,TWEED INC.,2018-10-04,2018-10-05,0.0,0.0,0.0,0.0,,0.0,,,0.0,20181004.000000,20181004.000000,20181005.000000
2018-01-31,20434.000000,1424.000000,4925.000000,LP TECHNOLOGIES,1424.000000,CAPMATIC,2018-02-01,2018-02-01,0.0,0.0,0.0,0.0,,0.0,,,0.0,20180131.000000,20180201.000000,20180201.000000
2018-01-04,20400.000000,3755.000000,3755.000000,CASCADES ENVIROPAC,4969.000000,ROMANOW CONTAINER,2018-01-09,2018-01-11,0.0,0.0,0.0,0.0,,0.0,,,0.0,20180104.000000,20180109.000000,20180111.000000
2018-01-05,20401.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2018-01-09,2018-01-09,0.0,0.0,0.0,0.0,,0.0,,,0.0,20180105.000000,20180109.000000,20180109.000000
2018-01-09,20402.000000,3169.000000,5352.000000,KAPSTONE PAPER,3169.000000,CASCADES SONOCO INC.,2018-01-11,2018-01-17,0.0,0.0,0.0,0.0,,0.0,,,0.0,20180109.000000,20180111.000000,20180117.000000
2018-01-09,20408.000000,1424.000000,4968.000000,LP TECHNOLOGIE,1424.000000,CAPMATIC,2018-01-09,2018-01-09,0.0,0.0,0.0,0.0,,0.0,,,0.0,20180109.000000,20180109.000000,20180109.000000
2018-01-18,20416.000000,4948.000000,4948.000000,THEATRIXX TECHNOLOGIES,5407.000000,PALMER AUDIO,2018-01-18,2018-01-19,0.0,0.0,0.0,0.0,,0.0,,,0.0,20180118.000000,20180118.000000,20180119.000000
2018-01-09,20403.000000,3169.000000,5352.000000,KAPSTONE PAPER,3169.000000,CASCADES SONOCO INC.,2018-01-23,2018-01-26,0.0,0.0,0.0,0.0,,0.0,,,0.0,20180109.000000,20180123.000000,20180126.000000
2018-01-09,20404.000000,3169.000000,5352.000000,KAPSTONE PAPER,3169.000000,CASCADES SONOCO INC.,2018-01-11,2018-01-15,0.0,0.0,0.0,0.0,,0.0,,,0.0,20180109.000000,20180111.000000,20180115.000000
2018-01-09,20405.000000,3169.000000,5352.000000,KAPSTONE PAPER,3169.000000,CASCADES SONOCO INC.,2018-01-17,2018-01-19,0.0,0.0,0.0,0.0,,0.0,,,0.0,20180109.000000,20180117.000000,20180119.000000
2018-01-09,20406.000000,3169.000000,5352.000000,KAPSTONE PAPER,3169.000000,CASCADES SONOCO INC.,2018-01-15,2018-01-17,0.0,0.0,0.0,0.0,,0.0,,,0.0,20180109.000000,20180115.000000,20180117.000000
2018-01-09,20407.000000,3169.000000,3169.000000,CONVERDIS,4725.000000,SONOCO BRANTFORD,2018-01-11,2018-01-16,0.0,0.0,0.0,0.0,,0.0,,,0.0,20180109.000000,20180111.000000,20180116.000000
2018-01-30,20433.000000,3169.000000,3169.000000,CASCADES SONOCO INC.,5846.000000,NEENAH PAPER,2018-02-05,2018-02-06,0.0,0.0,0.0,0.0,,0.0,,,0.0,20180130.000000,20180205.000000,20180206.000000
