order_date,shipment_number,bill_to_code,from_site_code,from_site_name,to_site_code,to_site_name,pickup_date,delivery_due_date,price,cost,cost1,cost2,cost3,cost4,delivered_flag,service_flag,margin,order_date_raw,pickup_date_raw,delivery_due_date_raw
2022-01-06,21411.000000,4571.000000,5285.000000,ENVIREM ORGANICS,4571.000000,FAFARD ET FRERES,2022-01-25,2022-01-26,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220106.000000,20220125.000000,20220126.000000
2022-01-13,21413.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2022-01-14,2022-01-14,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220113.000000,20220114.000000,20220114.000000
2022-01-04,21405.000000,4571.000000,5285.000000,ENVIREM ORGANICS,4571.000000,FAFARD ET FRERES,2022-01-05,2022-01-11,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220104.000000,20220105.000000,20220111.000000
2022-01-06,21408.000000,6076.000000,6076.000000,CRISTAL IINOVATION,6076.000000,CRISTAL IINOVATION,2022-01-06,2022-01-06,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220106.000000,20220106.000000,20220106.000000
2022-01-05,21407.000000,4571.000000,5285.000000,ENVIREM ORGANICS,4571.000000,FAFARD ET FRERES,2022-01-11,2022-01-13,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220105.000000,20220111.000000,20220113.000000
2022-01-06,21409.000000,4571.000000,5285.000000,ENVIREM ORGANICS,4571.000000,FAFARD ET FRERES,2022-01-11,2022-01-13,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220106.000000,20220111.000000,20220113.000000
2022-01-06,21410.000000,4571.000000,5285.000000,ENVIREM ORGANICS,4571.000000,FAFARD ET FRERES,2022-01-26,2022-01-28,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220106.000000,20220126.000000,20220128.000000
2022-01-10,21412.000000,1424.000000,1424.000000,CAPMATIC,6213.000000,CSR COSMETICS,2022-01-10,2022-01-12,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220110.000000,20220110.000000,20220112.000000
2022-01-18,21414.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2022-01-18,2022-01-18,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220118.000000,20220118.000000,20220118.000000
2022-01-20,21415.000000,1424.000000,6128.000000,ELSO,1424.000000,CAPMATIC,2022-01-20,2022-01-20,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220120.000000,20220120.000000,20220120.000000
2022-01-20,21416.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2022-01-24,2022-01-24,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220120.000000,20220124.000000,20220124.000000
2022-01-26,21417.000000,6189.000000,5285.000000,ENVIREM ORGANICS,6214.000000,REGAL FLORIST & GARDEN,2022-01-28,2022-01-31,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220126.000000,20220128.000000,20220131.000000
2022-01-27,21418.000000,4571.000000,5285.000000,ENVIREM ORGANICS,4571.000000,FAFARD ET FRERES,2022-02-01,2022-02-02,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220127.000000,20220201.000000,20220202.000000
2022-01-31,21419.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2022-01-31,2022-01-31,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220131.000000,20220131.000000,20220131.000000
2022-01-31,21420.000000,4571.000000,5285.000000,ENVIREM ORGANICS,4571.000000,FAFARD ET FRERES,2022-02-02,2022-02-03,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220131.000000,20220202.000000,20220203.000000
2022-02-01,21421.000000,1424.000000,5931.000000,RESISTALOY,1424.000000,CAPMATIC,2022-02-01,2022-02-01,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220201.000000,20220201.000000,20220201.000000
2022-02-01,21422.000000,1424.000000,1424.000000,CAPMATIC,1424.000000,CAPMATIC,2022-01-31,2022-01-31,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220201.000000,20220131.000000,20220131.000000
2022-02-03,21423.000000,6220.000000,6220.000000,EMBALLAGES AT,6221.000000,NORTH AMERICAN FOREST PRODUCTS,2022-02-07,2022-02-11,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220203.000000,20220207.000000,20220211.000000
2022-02-03,21424.000000,6220.000000,6221.000000,NORTH AMERICAN FOREST PRODUCTS,6220.000000,EMBALLAGES AT,2022-02-11,2022-02-15,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220203.000000,20220211.000000,20220215.000000
2022-02-04,21425.000000,3169.000000,3169.000000,CONVERDIS,2855.000000,CASCADES SONOCO,2022-02-08,2022-02-16,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220204.000000,20220208.000000,20220216.000000
2022-02-07,21426.000000,3169.000000,3169.000000,CASCADES SONOCO INC.,5868.000000,WESTROCK,2022-02-07,2022-02-10,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220207.000000,20220207.000000,20220210.000000
2022-02-08,21427.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2022-02-09,2022-02-09,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220208.000000,20220209.000000,20220209.000000
2022-02-09,21428.000000,6224.000000,6222.000000,A R THOMSON GROUP,1122.000000,SUNCOR PRODUIT ÉNERGIE,2022-02-15,2022-02-23,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220209.000000,20220215.000000,20220223.000000
2022-02-10,21429.000000,4571.000000,5285.000000,ENVIREM ORGANICS,6138.000000,AGD VERCHERES EXPRESS INC.,2022-02-10,2022-02-14,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220210.000000,20220210.000000,20220214.000000
2022-02-10,21430.000000,6220.000000,6220.000000,EMBALLAGES AT,6227.000000,HYLIFE FOODS,2022-02-11,2022-02-13,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220210.000000,20220211.000000,20220213.000000
2022-02-11,21431.000000,4571.000000,5285.000000,ENVIREM ORGANICS,4571.000000,FAFARD ET FRERES,2022-02-14,2022-02-15,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220211.000000,20220214.000000,20220215.000000
2022-02-11,21432.000000,6220.000000,6229.000000,JS TREXTILES,6220.000000,EMBALLAGES AT,2022-02-14,2022-02-15,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220211.000000,20220214.000000,20220215.000000
2022-02-14,21433.000000,4571.000000,5285.000000,ENVIREM ORGANICS,4571.000000,FAFARD ET FRERES,2022-02-15,2022-02-16,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220214.000000,20220215.000000,20220216.000000
2022-02-14,21434.000000,6224.000000,6232.000000,BACHMAN INDUSTRIES,1122.000000,SUNCOR PRODUIT ÉNERGIE,2022-02-15,2022-02-15,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220214.000000,20220215.000000,20220215.000000
2022-02-15,21435.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2022-02-15,2022-02-15,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220215.000000,20220215.000000,20220215.000000
2022-02-15,21436.000000,6220.000000,6220.000000,EMBALLAGES AT,6233.000000,SERVICE NEW BRUNSWICK LAUNDRY,2022-02-16,2022-02-23,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220215.000000,20220216.000000,20220223.000000
2022-02-16,21437.000000,4571.000000,5285.000000,ENVIREM ORGANICS,4571.000000,FAFARD ET FRERES,2022-03-02,2022-03-02,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220216.000000,20220302.000000,20220302.000000
2022-02-16,21438.000000,4571.000000,5285.000000,ENVIREM ORGANICS,6138.000000,AGD VERCHERES EXPRESS INC.,2022-02-22,2022-02-24,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220216.000000,20220222.000000,20220224.000000
2022-02-16,21439.000000,3169.000000,3169.000000,CASCADES SONOCO INC.,6205.000000,CASCADES GROUPE TISSU SC,2022-02-21,2022-03-01,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220216.000000,20220221.000000,20220301.000000
2022-02-17,21440.000000,4571.000000,4571.000000,SCOTTS CANADA (FAFARD),6234.000000,HAWTHORNE TORONTO,2022-02-18,2022-02-22,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220217.000000,20220218.000000,20220222.000000
2022-02-21,21441.000000,1424.000000,1424.000000,CAPMATIC,6235.000000,ZYMO RESEARCH,2022-02-28,2022-03-07,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220221.000000,20220228.000000,20220307.000000
2022-02-21,21442.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2022-02-21,2022-02-21,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220221.000000,20220221.000000,20220221.000000
2022-02-22,21443.000000,4571.000000,4671.000000,TOURBIERE MILOT,6127.000000,SCOTTS DELHI,2022-04-07,2022-04-11,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220222.000000,20220407.000000,20220411.000000
2022-02-23,21444.000000,1424.000000,6128.000000,ELSO,1424.000000,CAPMATIC,2022-02-24,2022-02-24,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220223.000000,20220224.000000,20220224.000000
2022-02-25,21445.000000,4571.000000,5285.000000,ENVIREM ORGANICS,6101.000000,SCOTTS QUALI-GRO,2022-03-16,2022-03-17,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220225.000000,20220316.000000,20220317.000000
2022-02-25,21446.000000,1424.000000,1144.000000,JOHNSTON PLASTICS,1424.000000,CAPMATIC,2022-02-25,2022-02-25,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220225.000000,20220225.000000,20220225.000000
2022-02-28,21447.000000,6220.000000,6237.000000,ALLIANCE RUBBER CO.,6220.000000,EMBALLAGES AT,2022-03-01,2022-03-09,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220228.000000,20220301.000000,20220309.000000
2022-02-28,21448.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2022-03-01,2022-03-01,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220228.000000,20220301.000000,20220301.000000
2022-03-03,21449.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2022-03-07,2022-03-07,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220303.000000,20220307.000000,20220307.000000
2022-03-07,21450.000000,4948.000000,4948.000000,THEATRIXX TECHNOLOGIES,5757.000000,REVELATION PRODUCTIONS,2022-03-09,2022-03-14,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220307.000000,20220309.000000,20220314.000000
2022-03-08,21451.000000,4571.000000,5285.000000,ENVIREM ORGANICS,6138.000000,AGD VERCHERES EXPRESS INC.,2022-03-14,2022-03-16,0.0,0.0,0.0,0.0,,0.0,,,0.0,20220308.000000,20220314.000000,20220316.000000
