order_date,shipment_number,bill_to_code,from_site_code,from_site_name,to_site_code,to_site_name,pickup_date,delivery_due_date,price,cost,cost1,cost2,cost3,cost4,delivered_flag,service_flag,margin,order_date_raw,pickup_date_raw,delivery_due_date_raw
2004-01-05,13316.000000,3134.000000,1491.000000,CASCADES ENVIROPAC INC.,3134.000000,CASCADES ENVIROPAC,2004-01-05,2004-01-06,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040105.000000,20040105.000000,20040106.000000
2004-01-05,13317.000000,3525.000000,3605.000000,GTY,3525.000000,BLUE MOUNTAIN WALLCOVERINGS,2004-01-05,2004-01-07,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040105.000000,20040105.000000,20040107.000000
2004-01-05,13318.000000,3525.000000,3524.000000,OLNEY WALLCOVERINGS,3525.000000,BLUE MOUNTAIN WALLCOVERINGS,2004-01-05,2004-01-07,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040105.000000,20040105.000000,20040107.000000
2004-01-05,13319.000000,3525.000000,3524.000000,OLNEY WALLCOVERINGS,3525.000000,BLUE MOUNTAIN WALLCOVERINGS,2004-01-06,2004-01-08,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040105.000000,20040106.000000,20040108.000000
2004-01-05,13320.000000,3525.000000,3524.000000,OLNEY WALLCOVERINGS,3525.000000,BLUE MOUNTAIN WALLCOVERINGS,2004-01-09,2004-01-12,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040105.000000,20040109.000000,20040112.000000
2004-01-06,13321.000000,1268.000000,1329.000000,PLIANT CORP.,1268.000000,CARROUSEL,2004-01-06,2004-01-07,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040106.000000,20040106.000000,20040107.000000
2004-01-06,13322.000000,1079.000000,1079.000000,AEP CANADA,1203.000000,BUNZL CANADA INC,2004-01-07,2004-01-08,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040106.000000,20040107.000000,20040108.000000
2004-01-06,13323.000000,1055.000000,1055.000000,PVC DESIGN (BALCAM INDUSTRIES INC.),3483.000000,DUANE THOMAS MARINE CONSTRUCTION,2004-01-09,2004-01-13,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040106.000000,20040109.000000,20040113.000000
2004-01-09,13334.000000,3134.000000,1491.000000,CASCADES ENVIROPAC INC.,3134.000000,CASCADES ENVIROPAC,2004-01-12,2004-01-13,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040109.000000,20040112.000000,20040113.000000
2004-01-14,13340.000000,3525.000000,3525.000000,BLUE MOUNTAIN WALLCOVERINGS,3641.000000,ARC INDUSTRIES INC.,2004-01-15,2004-01-20,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040114.000000,20040115.000000,20040120.000000
2004-01-06,13324.000000,3134.000000,1491.000000,CASCADES ENVIROPAC INC.,3134.000000,CASCADES ENVIROPAC,2004-01-07,2004-01-07,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040106.000000,20040107.000000,20040107.000000
2004-01-07,13325.000000,1491.000000,1491.000000,CASCADES ENVIROPAC INC.,3634.000000,EXIDE,2004-01-07,2004-01-09,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040107.000000,20040107.000000,20040109.000000
2004-01-07,13326.000000,1491.000000,1491.000000,CASCADES ENVIROPAC INC.,3553.000000,EXIDE,2004-01-09,2004-01-12,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040107.000000,20040109.000000,20040112.000000
2004-01-07,13327.000000,1079.000000,1079.000000,AEP CANADA,3211.000000,DORFIN PAPER INC.,2004-01-08,2004-01-09,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040107.000000,20040108.000000,20040109.000000
2004-01-07,13328.000000,3134.000000,1491.000000,CASCADES ENVIROPAC INC.,3134.000000,CASCADES ENVIROPAC,2004-01-08,2004-01-09,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040107.000000,20040108.000000,20040109.000000
2004-01-08,13329.000000,3134.000000,1491.000000,CASCADES ENVIROPAC INC.,3637.000000,GLOBAL CASE,2004-01-12,2004-01-13,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040108.000000,20040112.000000,20040113.000000
2004-01-08,13330.000000,3134.000000,1491.000000,CASCADES ENVIROPAC INC.,3452.000000,GLOBAL PHEONIX,2004-01-09,2004-01-12,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040108.000000,20040109.000000,20040112.000000
2004-01-08,13332.000000,3525.000000,3524.000000,OLNEY WALLCOVERINGS,3525.000000,BLUE MOUNTAIN WALLCOVERINGS,2004-01-15,2004-01-19,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040108.000000,20040115.000000,20040119.000000
2004-01-08,13333.000000,3525.000000,3524.000000,OLNEY WALLCOVERINGS,3525.000000,BLUE MOUNTAIN WALLCOVERINGS,2004-01-19,2004-01-21,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040108.000000,20040119.000000,20040121.000000
2004-01-20,13359.000000,1424.000000,3586.000000,PRODUITS DE NOS GRAND MERES,1424.000000,CAPMATIC,2004-01-22,2004-01-22,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040120.000000,20040122.000000,20040122.000000
2004-01-09,13336.000000,3525.000000,3605.000000,GTY,3525.000000,BLUE MOUNTAIN WALLCOVERINGS,2004-01-12,2004-01-14,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040109.000000,20040112.000000,20040114.000000
2004-01-13,13337.000000,1491.000000,1491.000000,CASCADES ENVIROPAC INC.,3640.000000,EXIDE TECHNOLOGIES,2004-01-13,2004-01-14,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040113.000000,20040113.000000,20040114.000000
2004-01-14,13338.000000,1268.000000,1329.000000,PLIANT CORP.,1268.000000,CARROUSEL,2004-01-15,2004-01-16,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040114.000000,20040115.000000,20040116.000000
2004-01-14,13339.000000,1055.000000,1055.000000,PVC DESIGN (BALCAM INDUSTRIES INC.),3360.000000,PRAIRIE WHOLESALE,2004-01-15,2004-01-19,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040114.000000,20040115.000000,20040119.000000
2004-01-14,13342.000000,3134.000000,1491.000000,CASCADES ENVIROPAC INC.,3455.000000,GLOBAL,2004-01-16,2004-01-19,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040114.000000,20040116.000000,20040119.000000
2004-01-15,13343.000000,1079.000000,1079.000000,AEP CANADA,3227.000000,METRO RICHELIEU,2004-01-15,2004-01-20,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040115.000000,20040115.000000,20040120.000000
2004-01-15,13344.000000,1079.000000,1079.000000,AEP CANADA,1203.000000,BUNZL CANADA INC,2004-01-16,2004-01-19,0.0,0.0,0.0,0.0,,0.0,,,0.0,20040115.000000,20040116.000000,20040119.000000
