order_date,shipment_number,bill_to_code,from_site_code,from_site_name,to_site_code,to_site_name,pickup_date,delivery_due_date,price,cost,cost1,cost2,cost3,cost4,delivered_flag,service_flag,margin,order_date_raw,pickup_date_raw,delivery_due_date_raw
2011-03-15,17238.000000,1424.000000,4349.000000,TEKALIA,4968.000000,LP TECHNOLOGIE,2011-03-17,2011-03-17,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110315.000000,20110317.000000,20110317.000000
2011-03-29,17254.000000,1424.000000,1424.000000,CAPMATIC,2678.000000,FILLAB,2011-03-31,2011-03-31,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110329.000000,20110331.000000,20110331.000000
2011-01-18,17169.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2011-01-18,2011-01-18,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110118.000000,20110118.000000,20110118.000000
2011-01-19,17170.000000,4571.000000,4707.000000,M PLAST,4628.000000,MAIBEC INDUSTRIES INC.,2011-01-19,2011-01-20,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110119.000000,20110119.000000,20110120.000000
2011-01-05,17155.000000,3169.000000,3134.000000,CASCADES ENVIROPAC,3169.000000,CONVERDIS,2011-01-06,2011-01-07,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110105.000000,20110106.000000,20110107.000000
2011-01-07,17156.000000,3755.000000,3755.000000,CASCADES ENVIROPAC,4602.000000,UNISOURCE MARYLAND,2011-01-07,2011-01-11,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110107.000000,20110107.000000,20110111.000000
2011-01-07,17157.000000,1079.000000,1079.000000,AEP CANADA,1203.000000,BUNZL CANADA INC,2011-01-13,2011-01-14,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110107.000000,20110113.000000,20110114.000000
2011-01-07,17158.000000,1273.000000,1079.000000,AEP CANADA,1273.000000,MULTIPLUS,2011-01-11,2011-01-19,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110107.000000,20110111.000000,20110119.000000
2011-01-07,17159.000000,4571.000000,4710.000000,PRINT-FLEX,4893.000000,MAIBEC SP,2011-01-10,2011-01-11,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110107.000000,20110110.000000,20110111.000000
2011-01-12,17160.000000,3169.000000,4935.000000,RAVEN INDUSTRIES,3169.000000,CONVERDIS,2011-01-13,2011-01-17,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110112.000000,20110113.000000,20110117.000000
2011-01-13,17161.000000,1424.000000,4849.000000,EMLU PRECISION,4925.000000,LP TECHNOLOGIES,2011-01-14,2011-01-14,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110113.000000,20110114.000000,20110114.000000
2011-01-13,17162.000000,1424.000000,1424.000000,CAPMATIC,3706.000000,DPT LABS,2011-01-14,2011-01-17,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110113.000000,20110114.000000,20110117.000000
2011-01-13,17163.000000,1424.000000,4192.000000,SUPERIOR ALLOY,1424.000000,CAPMATIC,2011-01-14,2011-01-14,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110113.000000,20110114.000000,20110114.000000
2011-01-14,17164.000000,3755.000000,3755.000000,CASCADES ENVIROPAC,4786.000000,XPEDX,2011-01-14,2011-01-18,0.0,0.0,0.0,0.0,,0.0,,,0.0,20110114.000000,20110114.000000,20110118.000000
