order_no	req_pu_date	customer	origin	destination	revenue	cost	margin	distance_km	rate_per_km	cost_per_km	margin_per_km	year
22772	2025-02-27	SCOTTS DELHI DELHI,ON ST-BONAVENTURE 2,150.00CA 1,650.00 500.00 22773 26/02/2025 SCOTTS DELHI DELHI,ON ST-BONAVENTURE 2,150.00CA 1,500.00 650.00 22774 07/02/2025 SCOTTS DELHI DELHI,ON ST-BONAVENTURE 975.00CA 800.00 175.00 22775 07/02/2025	EMBALLAGES AT MIRABEL,PQ	CLAIR ,NB	495.0	375.0	120.0					2025
22809	2025-02-27	SCOTTS	QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1350.0	1100.0	250.0					2025
22818	2025-02-27	SCOTTS	DELHI DELHI,ON	MIRAMICHI,NB	725.0	546.57	178.43	1521.2920491898085		0.3593	0.1173	2025
22814	2025-02-28	SCOTTS DELHI DELHI,ON ST-BONAVENTURE 2,150.00CA 1,750.00 400.00 22815 07/03/2025 SCOTTS DELHI DELHI,ON ST-BONAVENTURE 2,150.00CA 1,750.00 400.00 22816 28/02/2025 SCOTTS DELHI DELHI,ON ST-BONAVENTURE 2,150.00CA 1,500.00 650.00 22817 25/02/2025	EMBALLAGES AT MIRABEL,PQ	WEST BRANCH,NB	700.0	575.0	125.0					2025
22808	2025-03-03	SCOTTS	QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1350.0	1150.0	200.0					2025
22812	2025-03-05	CAPMATIC MONTREAL-NORD,PAQTLANTA,GA 5,750.00CA 4,800.00 950.00 22813 14/03/2025	CAPMATIC ATLANTA,GA	MONTREAL-NORD,PQ	4850.0	3900.0	950.0					2025
22829	2025-03-06	SCOTTS DELHI DELHI,ON ST-BONAVENTURE 2,150.00CA 1,650.00 500.00 22830 06/03/2025 SCOTTS DELHI DELHI,ON ST-BONAVENTURE 2,150.00CA 1,650.00 500.00 22831 06/03/2025 SCOTTS DELHI DELHI,ON ST-BONAVENTURE 2,150.00CA 1,600.00 550.00 22832 06/03/2025	EMBALLAGES AT MIRABEL,PQ	SAINT-PAMPHILE,PQ	945.0	780.0	165.0					2025
22838	2025-03-06	SCOTTS	DELHI ST-HUBERT,PQ	DELHI,ON	1075.0	950.0	125.0					2025
22833	2025-03-11	CAPMATIC MONTREAL-NORD,PFQAIRFIELD,NJ 3,000.00CA 2,300.00 700.00 22835 06/03/2025 SCOTTS CANADA LTD ST-BONAVENTURE MIRAMICHI,NB 625.00CA 450.00 175.00 22836 10/03/2025 CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 250.00CA 145.00 105.00 22837 06/03/2025	SCOTTS QUALI-GRO ST-HUBERT,PQ	L'ORIGNAL,ON	395.0	252.0	143.0					2025
22839	2025-03-12	SCOTTS	DELHI DELHI,ON	ROCKY VIEW,AB	595.0	425.0	170.0	3215.6425268379803		0.1322	0.0529	2025
22840	2025-03-13	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 225.00CA 130.00 95.00 22841 13/03/2025	SCOTTS CANADA LTD LACHINE,PQ	DELHI,ON	975.0	700.0	275.0					2025
22842	2025-03-14	SCOTTS	DELHI DELHI,ON	L'ORIGNAL,ON	365.0	240.86	124.14	665.843894589323		0.3617	0.1864	2025
22844	2025-03-18	ENGRAIS McINNES	BEDFORD,PQ	STANSTEAD,PQ	875.0	700.0	175.0	85.26562814323712		8.2096	2.0524	2025
22845	2025-03-19	ENGRAIS McINNES	BEDFORD,PQ	STANSTEAD,PQ	530.0	385.0	145.0	85.26562814323712		4.5153	1.7006	2025
22843	2025-03-20	SCOTTS	DELHI DELHI,ON	L'ORIGNAL,ON	1250.0	1050.0	200.0	665.843894589323		1.5769	0.3004	2025
22849	2025-03-24	SCOTTS	DELHI LACHINE,PQ	DELHI,ON	365.0	239.9	125.1					2025
22846	2025-03-25	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22847 27/03/2025 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22848 21/03/2025	SCOTTS DELHI DELHI,ON	ROCKY VIEW,AB	1075.0	850.0	225.0					2025
22850	2025-03-25	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	22.48736113281714		4.4469	2.2235	2025
22851	2025-03-27	SCOTTS CANADA LTD SAINT-NICOLAS,PQST-BONAVENTURE 850.00CA 655.00 195.00 22852 01/04/2025 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22853 03/04/2025 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22854 27/03/2025	EMBALLAGES AT MIRABEL,PQ	ST-JOHN,NB	685.0	550.0	135.0					2025
22855	2025-03-31	SCOTTS CANADA LTD CORNWALLIS PARKST-BONAVENTURE 1,325.00CA 1,124.75 200.25 22856 02/04/2025	SCOTTS QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0					2025
22857	2025-04-04	SCOTTS	QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0					2025
22866	2025-04-04	SCOTTS DELHI ST-CHARLES-SUR-RDICEHLEHLI,IOENU 510.00CA 374.44 135.56 22867 07/04/2025 ENGRAIS McINNES GOWANSTOWN,ONSTANSTEAD,PQ 2,275.00CA 2,000.00 275.00 22868 10/04/2025	CAPMATIC FAIRFIELD,NJ	MONTREAL-NORD,PQ	1700.0	1250.0	450.0					2025
22858	2025-04-08	SCOTTS QUALI-GRO SAINT PAMPHILE,PQL'ORIGNAL,ON 1,250.00CA 1,000.00 250.00 22859 07/04/2025 SCOTTS QUALI-GRO SAINT PAMPHILE,PQL'ORIGNAL,ON 1,250.00CA 1,000.00 250.00 22860 08/04/2025 SCOTTS QUALI-GRO SAINT PAMPHILE,PQL'ORIGNAL,ON 2,000.00CA 1,650.00 350.00 22861 07/04/2025	SCOTTS QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0					2025
22870	2025-04-09	SCOTTS QUALI-GRO SAINT PAMPHILE,PQL'ORIGNAL,ON 2,000.00CA 1,700.00 300.00 22871 09/04/2025 SCOTTS CANADA LTD ST-BONAVENTURE DELHI,ON 595.00CA 464.25 130.75 22872 09/04/2025	SCOTTS QUALI-GRO LACHINE,PQ	L'ORIGNAL,ON	550.0	350.0	200.0					2025
22873	2025-04-09	SCOTTS	DELHI MIRAMICHI,NB	DELHI,ON	1650.0	1300.0	350.0					2025
22863	2025-04-10	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,200.00CA 900.00 300.00 22865 04/04/2025	SCOTTS QUALI-GRO LACHINE,PQ	L'ORIGNAL,ON	515.0	375.0	140.0					2025
22869	2025-04-10	CAPMATIC	FAIRFIELD,NJ	MONTREAL-NORD,PQ	1700.0	1250.0	450.0	631.8421853823993		1.9783	0.7122	2025
22862	2025-04-11	SCOTTS	QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1350.0	1000.0	350.0					2025
22874	2025-04-14	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22875 16/04/2025 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22876 22/04/2025	SCOTTS CANADA LTD STANSTEAD,PQ	TABUSINTAC,NB	1225.0	900.0	325.0					2025
22877	2025-04-21	SCOTTS	QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0					2025
22883	2025-04-24	SCOTTS CANADA LTD ST-BONAVENTURE L'ORIGNAL,ON 295.00CA 190.39 104.61 22884 28/04/2025 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22885 29/04/2025 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22887 01/05/2025	SCOTTS QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0					2025
22878	2025-04-25	SCOTTS	QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0					2025
22889	2025-04-25	SCOTTS	DELHI DELHI,ON	ROCKY VIEW,AB	595.0	425.0	170.0	3215.6425268379803		0.1322	0.0529	2025
22893	2025-04-30	SCOTTS	DELHI MIRAMICHI,NB	DELHI,ON	2150.0	1600.0	550.0					2025
22899	2025-05-01	CAPMATIC BOUCHERVILLE,PQMONTREAL-NORD,PQ 150.00CA 115.00 35.00 22900 06/05/2025	EMBALLAGES AT LANDRIENNE,PQ	MIRABEL,PQ	1700.0	1500.0	200.0					2025
22888	2025-05-02	SCOTTS	QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0					2025
22890	2025-05-02	CAPMATIC MONTREAL-NORD,PLQAREDO ,TX 5,975.00CA 5,300.00 675.00 22892 30/04/2025	SCOTTS DELHI DELHI,ON	ROCKY VIEW,AB	595.0	425.0	170.0					2025
22894	2025-05-05	SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22895 06/05/2025 SCOTTS CANADA LTD MIRAMICHI,NB ST-BONAVENTURE 1,300.00CA 1,000.00 300.00 22896 07/05/2025	SCOTTS QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0					2025
22897	2025-05-08	SCOTTS	QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0					2025
22901	2025-05-08	SCOTTS QUALI-GRO SAINT PAMPHILE,PQL'ORIGNAL,ON 1,250.00CA 1,000.00 250.00 22902 07/05/2025	EMBALLAGES AT MIRABEL,PQ	AMOS,PQ	650.0	400.0	250.0					2025
22903	2025-05-08	SCOTTS	QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0					2025
22904	2025-05-08	SCOTTS	DELHI DELHI,ON	L'ORIGNAL,ON	1150.0	850.0	300.0	665.843894589323		1.2766	0.4506	2025
22898	2025-05-09	SCOTTS	QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1300.0	1000.0	300.0					2025
22912	2025-05-13	CAPMATIC MONTREAL-NORD,PWQINNIPEG,MB 650.00CA 475.00 175.00 22913 14/05/2025 EMBALLAGES AT SAINT-PAMPHILE,PQMIRABEL,PQ 975.00CA 780.00 195.00 22914 15/05/2025 SCOTTS DELHI DELHI,ON ST-PAUL DE JOLIETTE 1,450.00CA 1,125.00 325.00 22915 15/05/2025	SCOTTS QUALI-GRO MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1200.0	300.0					2025
22916	2025-05-14	SCOTTS	QUALI-GRO L'ORIGNAL,ON	DELHI,ON	2150.0	1850.0	300.0					2025
22918	2025-05-15	SCOTTS	QUALI-GRO L'ORIGNAL,ON	DELHI,ON	2150.0	1500.0	650.0					2025
22921	2025-05-15	SCOTTS	DELHI DELHI,ON	L'ORIGNAL,ON	515.0	383.36	131.64	665.843894589323		0.5758	0.1977	2025
