Unnamed: 0	Unnamed: 1	(By Requested Pickup date)	Unnamed: 4
21925 19/10/2023	SCOTTS CANADA LTD	LACHINE,PQ DELHI,ON 975.00 CA	700.00 275.00
21926 19/10/2023	CAPMATIC	DORVAL,PQ MONTREAL-NORD,PQ 150.00 CA	100.00 50.00
21927 23/10/2023	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,200.00 CA	950.00 250.00
21928 24/10/2023	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,250.00 CA	950.00 300.00
21929 19/10/2023	SCOTTS CANADA LTD	ST-BONAVENTURE MIRAMICHI,NB 675.00 CA	550.00 125.00
21930 20/10/2023	SCOTTS CANADA LTD	LACHINE,PQ WALLACEBURG,ON 925.00 CA	750.00 175.00
21931 26/10/2023	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,250.00 CA	900.00 350.00
21932 26/10/2023	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,300.00 CA	1,000.00 300.00
21933 24/10/2023	DEXTER	LONGUEUIL,PQ MILTON ,ON 925.00 CA	700.00 225.00
21934 25/10/2023	EMBALLAGES AT	MIRABEL,PQ ST-JUST DE BRETENIER1E,S150.00 CA	965.00 185.00
21935 25/10/2023	EMBALLAGES AT	MIRABEL,PQ ST-BENOIT-LABRE, 245.00 CA	155.00 90.00
21936 25/10/2023	EMBALLAGES AT	MIRABEL,PQ COURCELLES,PQ 215.00 CA	155.00 60.00
21937 01/11/2023	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,350.00 CA	1,000.00 350.00
21938 02/11/2023	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,300.00 CA	1,000.00 300.00
21939 03/11/2023	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,200.00 CA	900.00 300.00
21940 06/11/2023	CAPMATIC	DORVAL,PQ MONTREAL-NORD,PQ 150.00 CA	100.00 50.00
21941 01/11/2023	CAPMATIC	BOUCHERVILLE,PQ MONTREAL-NORD,PQ 275.00 CA	160.00 115.00
21942 06/11/2023	TO/GO INFRASTUCTURE	ST-JEAN SUR RICHELLAIESU VEGAS,NV 2,600.00 CA	2,100.00 500.00
21943 06/11/2023	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,200.00 CA	900.00 300.00
