Unnamed: 0	Unnamed: 1	(By Requested Pickup date)	Unnamed: 3	Unnamed: 4
Report Period: 01/01/2024	12/31/2024			
				---- Home Cur ----
Order No Req P/U	Customer	Origin Destination	Revenue	Cost Margin
22124 23/04/2024	CAPMATIC	FAIRFIELD,NJ MONTREAL-NORD,PQ	1,900.00 CA	1,400.00 500.00
22125 26/04/2024	CAPMATIC	BOUCHERVILLE,PQ MONTREAL-NORD,PQ	150.00 CA	100.00 50.00
22126 26/04/2024	CAPMATIC	MONTREAL-NORD,PCQARLSBAD,CA	7,950.00 CA	6,800.00 1,150.00
22127 25/04/2024	CAPMATIC	LACHINE,PQ MONTREAL-NORD,PQ	150.00 CA	100.00 50.00
22128 30/04/2024	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE	1,300.00 CA	1,000.00 300.00
22129 01/05/2024	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE	1,500.00 CA	1,100.00 400.00
22130 02/05/2024	SCOTTS CANADA LTD	ST-LUDGER DE MILODTELHI,ON	2,400.00 CA	2,100.00 300.00
22132 02/05/2024	SCOTTS CANADA LTD	ST-LUDGER DE MILODTELHI,ON	2,400.00 CA	2,000.00 400.00
22133 02/05/2024	ENGRAIS McINNES	STANSTEAD,PQ ST-DONAT,PQ	585.00 CA	375.00 210.00
22134 02/05/2024	EMBALLAGES AT	MIRABEL,PQ COURCELLES,PQ	220.00 CA	160.00 60.00
22135 02/05/2024	SCOTTS CANADA LTD	LACHINE,PQ DELHI,ON	775.00 CA	600.00 175.00
22136 02/05/2024	CAPMATIC	LE GARDEUR,PQ MONTREAL-NORD,PQ	165.00 CA	115.00 50.00
22137 06/05/2024	SCOTTS CANADA LTD	ST-LUDGER DE MILODTELHI,ON	2,400.00 CA	2,100.00 300.00
22138 09/05/2024	SCOTTS CANADA LTD	ST-LUDGER DE MILODTELHI,ON	2,400.00 CA	2,100.00 300.00
