Unnamed: 0	Unnamed: 1	(By Requested Pickup date)	Unnamed: 4
Report Period: 01/01/2022	12/31/2022		
			---- Home Cur ----
Order No Req P/U	Customer	Origin Destination Revenue	Cost Margin
21613 02/08/2022	SCOTTS CANADA LTD	LACHINE,PQ L'ORIGNAL,ON 800.00 CA	600.00 200.00
21614 02/08/2022	EMBALLAGES AT	MIRABEL,PQ ST-JUST DE BRETENIER1E,S295.00 CA	1,004.18 290.82
21615 02/08/2022	CAPMATIC	ST-LAURENT,PQ MONTREAL-NORD,PQ 150.00 CA	115.00 35.00
21616 10/08/2022	CAPMATIC	SMITT FALLS,ON MONTREAL-NORD,PQ 1,065.00 CA	800.00 265.00
21618 08/08/2022	CAPMATIC	BOUCHERVILLE,PQ MONTREAL-NORD,PQ 150.00 CA	130.00 20.00
21619 11/08/2022	CAPMATIC	MONTREAL-NORD,PBQOUCHERVILLE,PQ 150.00 CA	130.00 20.00
21620 15/08/2022	CAPMATIC	BOUCHERVILLE,PQ MONTREAL-NORD,PQ 150.00 CA	115.00 35.00
21621 18/08/2022	EMBALLAGES AT	MIRABEL,PQ SAINT-PAMPHILE,PQ 1,195.00 CA	970.00 225.00
21622 01/08/2022	CAPMATIC	MONTREAL-NORD,PMQONTREAL-NORD,PQ 0.01 CA	0.00 0.01
21623 23/08/2022	EMBALLAGES AT	MIRABEL,PQ SAINT-QUENTIN,NB 600.00 CA	550.00 50.00
21624 24/08/2022	EMBALLAGES AT	SAINT-QUENTIN,NB MIRABEL,PQ 1,325.00 CA	1,000.00 325.00
21625 25/08/2022	THEATRIXX TECHNOLOGIES	MONTREAL,PQ LEWISVILLE,TX 1,025.00 CA	800.00 225.00
21626 26/08/2022	CAPMATIC	ST-LAURENT ,PQ MONTREAL-NORD,PQ 150.00 CA	115.00 35.00
21627 30/08/2022	CASCADES SONOCO INC.	MILWAUKEE,WI BERTHIERVILLE,PQ 1,425.00 CA	1,125.00 300.00
21628 30/08/2022	THEATRIXX TECHNOLOGIES	ST-LAURENT,PQ MONTREAL,PQ 175.00 CA	115.00 60.00
21629 06/09/2022	CAPMATIC	MONTREAL-NORD,PAQDELANTO,CA 8,600.00 CA	8,000.00 600.00
21630 06/09/2022	CAPMATIC	MONTREAL-NORD,PAQDELANTO,CA 8,600.00 CA	7,200.00 1,400.00
21631 07/09/2022	CAPMATIC	DORVAL,PQ MONTREAL-NORD,PQ 150.00 CA	115.00 35.00
21632 08/09/2022	EMBALLAGES AT	MIRABEL,PQ SAINT-PAMPHILE,PQ 475.00 CA	350.00 125.00
21633 12/09/2022	EMBALLAGES AT	SAINT-PAMPHILE,PQMIRABEL,PQ 650.00 CA	500.00 150.00
21634 14/09/2022	THEATRIXX TECHNOLOGIES	ST-LAURENT,PQ MONTREAL,PQ 150.00 CA	115.00 35.00
21635 14/09/2022	CAPMATIC	BOUCHERVILLE,PQ MONTREAL-NORD,PQ 150.00 CA	115.00 35.00
21636 05/10/2022	SCOTTS CANADA LTD	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	1,000.00 200.00
21638 20/09/2022	THEATRIXX TECHNOLOGIES	ST-LAURENT,PQ MONTREAL,PQ 150.00 CA	115.00 35.00
21639 26/09/2022	CAPMATIC	BOUCHERVILLE,PQ MONTREAL-NORD,PQ 150.00 CA	115.00 35.00
21640 26/09/2022	SCOTTS CANADA LTD	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	1,000.00 200.00
21641 27/09/2022	THEATRIXX TECHNOLOGIES	ST-LAURENT,PQ MONTREAL,PQ 150.00 CA	115.00 35.00
21642 17/10/2022	CAPMATIC	MONTREAL-NORD,PCQHICAGO,IL 4,495.00 CA	3,593.75 901.25
21643 17/10/2022	CAPMATIC	MONTREAL-NORD,PCQHICAGO,IL 4,595.00 CA	3,200.00 1,395.00
21644 27/10/2022	CAPMATIC	CHICAGO,IL MONTREAL-NORD,PQ 4,395.00 CA	3,200.00 1,195.00
21645 27/10/2022	CAPMATIC	CHICAGO,IL MONTREAL-NORD,PQ 4,395.00 CA	2,575.00 1,820.00
21646 29/09/2022	CAPMATIC	LAVAL,PQ MONTREAL-NORD,PQ 150.00 CA	115.00 35.00
21647 04/10/2022	CAPMATIC	LACHINE,PQ MONTREAL-NORD,PQ 150.00 CA	115.00 35.00
21648 04/10/2022	CAPMATIC	ST-LAURENT,PQ MONTREAL-NORD,PQ 150.00 CA	115.00 35.00
21649 05/10/2022	EMBALLAGES AT	MIRABEL,PQ ST-GÉDÉON,PQ 150.00 CA	108.92 41.08
21650 07/10/2022	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,300.00 CA	950.00 350.00
21651 06/10/2022	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,300.00 CA	900.00 400.00
21652 12/10/2022	SCOTTS CANADA LTD	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	1,000.00 200.00
21653 06/10/2022	SCOTTS CANADA LTD	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	1,050.00 450.00
21654 07/10/2022	SCOTTS CANADA LTD	LACHINE,PQ DELHI,ON 1,400.00 CA	1,150.00 250.00
21655 07/10/2022	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,300.00 CA	950.00 350.00
21656 11/10/2022	CAPMATIC	BOUCHERVILLE,PQ MONTREAL-NORD,PQ 285.00 CA	175.00 110.00
21657 11/10/2022	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,300.00 CA	950.00 350.00
21658 11/10/2022	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,400.00 CA	1,100.00 300.00
21659 12/10/2022	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,400.00 CA	1,050.00 350.00
21660 12/10/2022	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,400.00 CA	1,050.00 350.00
21661 13/10/2022	SCOTTS CANADA LTD	MIRAMICHI,NB ST-BONAVENTURE 1,300.00 CA	1,050.00 250.00
21662 13/10/2022	SCOTTS CANADA LTD	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	1,000.00 200.00
21663 14/10/2022	SCOTTS CANADA LTD	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	1,000.00 200.00
