order_no	req_pu_date	customer	origin	destination	revenue	cost	margin	distance_km	revenue_per_km	cost_per_km	margin_per_km
22263	2024-08-20	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	43.72	3.4309	2.2873	1.1436
22264	2024-08-21	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	130.0	95.0	18.765	11.9904	6.9278	5.0626
22265	2024-08-21	EMBALLAGES AT	MIRABEL,PQ	AMOS,PQ	410.0	350.0	60.0	535.1762720094367	0.7661	0.654	0.1121
22266	2024-08-21	DEXTER	LONGUEUIL,PQ	MONTMAGNY,PQ	1050.0	750.0	300.0	330.1628075210577	3.1802	2.2716	0.9086
22267	2024-08-23	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	18.765	7.9936	5.3291	2.6645
22268	2024-08-28	ENGRAIS McINNES			1450.0	1000.0	450.0				
22269	2024-08-28	ENGRAIS McINNES			1450.0	1000.0	450.0				
22271	2024-08-30	CAPMATIC			3500.0	2800.0	700.0				
22272	2024-09-03	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	43.72	3.4309	2.6304	0.8005
22273	2024-09-03	EMBALLAGES AT	MIRABEL,PQ	RIVIERE-HEVA,PQ	430.0	350.0	80.0	511.1775533699631	0.8412	0.6847	0.1565
22274	2024-09-03	DEXTER	LONGUEUIL,PQ	MONTMAGNY,PQ	850.0	650.0	200.0	330.1628075210577	2.5745	1.9687	0.6058
22275	2024-09-04	DEXTER	LONGUEUIL,PQ	COOKSTOWN,ON	1250.0	1000.0	250.0	632.16	1.9773	1.5819	0.3955
22276	2024-09-06	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	300.0	175.0	125.0	18.765	15.9872	9.3259	6.6613
22277	2024-09-09	EMBALLAGES AT			515.0	400.0	115.0				
22278	2024-09-05	DEXTER	LONGUEUIL,PQ	ST-ROMAIN,PQ	1100.0	900.0	200.0	220.9070504454267	4.9795	4.0741	0.9054
22279	2024-09-09	EMBALLAGES AT	MIRABEL,PQ	SACRÉ-COEUR,PQ	1050.0	850.0	200.0	518.1614638014704	2.0264	1.6404	0.386
22280	2024-09-06	SCOTTS CANADA LTD			1350.0	1000.0	350.0				
22281	2024-09-09	SCOTTS CANADA LTD			600.0	398.04	201.96				
22282	2024-09-10	DEXTER	LONGUEUIL,PQ	ST-VALÈRE,PQ	750.0	605.0	145.0	130.369	5.7529	4.6407	1.1122
22283	2024-09-11	DEXTER	LONGUEUIL,PQ	MONTMAGNY,PQ	700.0	450.0	250.0	330.1628075210577	2.1202	1.363	0.7572
22284	2024-09-12	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	300.0	175.0	125.0	18.765	15.9872	9.3259	6.6613
22285	2024-09-12	SCOTTS CANADA LTD			1150.0	950.0	200.0				
22286	2024-09-13	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1300.0	1100.0	200.0	659.857	1.9701	1.667	0.3031
22287	2024-09-16	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1300.0	1100.0	200.0	659.857	1.9701	1.667	0.3031
22288	2024-09-16	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1500.0	250.0	659.857	2.6521	2.2732	0.3789
22289	2024-09-16	EMBALLAGES AT			825.0	600.0	225.0				
22290	2024-09-16	CAPMATIC			300.0	175.0	125.0				
22291	2024-09-16	SCOTTS CANADA LTD			1150.0	950.0	200.0				
22292	2024-09-17	CAPMATIC	ST-LAURENT,PQ	MONTREAL-NORD,PQ	225.0	130.0	95.0	16.2226435584249	13.8695	8.0135	5.856
22293	2024-09-18	SCOTTS CANADA LTD			1150.0	1000.0	150.0				
22294	2024-09-18	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	18.765	7.9936	5.3291	2.6645
22295	2024-09-24	EMBALLAGES AT	MIRABEL,PQ	ST-ELZÉAR,PQ	875.0	700.0	175.0	31.51764311929166	27.7622	22.2098	5.5524
22296	2024-09-26	EMBALLAGES AT	ST-ELZÉAR,PQ	MIRABEL,PQ	1375.0	1125.0	250.0	38.847	35.3953	28.9598	6.4355
22297	2024-09-19	CAPMATIC	LACHINE,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	41.382	3.6248	2.4165	1.2083
22298	2024-09-19	EMBALLAGES AT			655.0	500.0	155.0				
22299	2024-09-20	SCOTTS CANADA LTD			325.0	263.09	61.91				
22300	2024-09-26	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	250.0	145.0	105.0	18.765	13.3227	7.7272	5.5955
22303	2024-10-01	SCOTTS CANADA LTD			1500.0	1300.0	200.0				
22304	2024-10-01	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	18.765	7.9936	6.1284	1.8652
22305	2024-10-03	SCOTTS CANADA LTD			1200.0	1000.0	200.0				
22306	2024-10-02	EMBALLAGES AT			575.0	450.0	125.0				
22307	2024-10-07	SCOTTS CANADA LTD			1500.0	1300.0	200.0				
22308	2024-10-03	SCOTTS CANADA LTD	LACHINE,PQ	DELHI,ON	1250.0	900.0	350.0	738.0103549207273	1.6937	1.2195	0.4742
22309	2024-10-04	SCOTTS CANADA LTD	LACHINE,PQ	MIRAMICHI,NB	625.0	475.0	150.0	784.0790513034952	0.7971	0.6058	0.1913
22310	2024-10-07	SCOTTS CANADA LTD	LACHINE,PQ	L'ORIGNAL,ON	735.0	550.0	185.0	94.788	7.7541	5.8024	1.9517
22311	2024-10-08	SCOTTS CANADA LTD			1500.0	1100.0	400.0				
22312	2024-10-10	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
22314	2024-10-09	SCOTTS CANADA LTD	LACHINE,PQ	L'ORIGNAL,ON	735.0	550.0	185.0	94.788	7.7541	5.8024	1.9517
22315	2024-10-11	SCOTTS CANADA LTD	LACHINE,PQ	L'ORIGNAL,ON	735.0	550.0	185.0	94.788	7.7541	5.8024	1.9517
22316	2024-10-08	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
22317	2024-10-07	SCOTTS CANADA LTD			700.0	475.0	225.0				
22318	2024-10-07	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22319	2024-10-08	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22320	2024-10-08	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22321	2024-10-09	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22322	2024-10-08	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	18.765	7.9936	5.3291	2.6645
22323	2024-10-09	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22324	2024-10-10	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22325	2024-10-10	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22326	2024-10-11	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22327	2024-10-11	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22328	2024-10-07	SCOTTS CANADA LTD	LACHINE,PQ	DELHI,ON	950.0	700.0	250.0	738.0103549207273	1.2872	0.9485	0.3387
22329	2024-10-15	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22330	2024-10-15	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22331	2024-10-16	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22332	2024-10-16	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22333	2024-10-17	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22334	2024-10-09	CAPMATIC	POINTE-CLAIRE,PQ	MONTREAL-NORD,PQ	225.0	130.0	95.0	27.463796841271662	8.1926	4.7335	3.4591
22335	2024-10-10	SCOTTS CANADA LTD			1100.0	900.0	200.0				
22336	2024-10-17	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22337	2024-10-18	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22338	2024-10-28	CAPMATIC			3500.0	2700.0	800.0				
22339	2024-10-28	CAPMATIC			4025.0	3225.0	800.0				
22340	2024-10-29	CAPMATIC			4250.0	3435.0	815.0				
22342	2024-10-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22343	2024-10-21	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22344	2024-10-09	SCOTTS CANADA LTD			1500.0	1200.0	300.0				
22346	2024-10-16	SCOTTS CANADA LTD			1500.0	1100.0	400.0				
22347	2024-10-23	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
22348	2024-10-21	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
22349	2024-10-11	SCOTTS CANADA LTD			1650.0	1450.0	200.0				
22350	2024-10-11	SCOTTS CANADA LTD			475.0	388.99	86.01				
22351	2024-10-15	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22352	2024-10-15	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22353	2024-10-15	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22354	2024-10-15	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22355	2024-10-16	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22356	2024-10-16	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22357	2024-10-16	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22358	2024-10-16	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22359	2024-10-16	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22360	2024-10-16	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22361	2024-10-17	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22362	2024-10-17	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22363	2024-10-17	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22364	2024-10-17	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22365	2024-10-17	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22366	2024-10-17	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22367	2024-10-18	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22368	2024-10-18	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22369	2024-10-18	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22370	2024-10-18	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22371	2024-10-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22372	2024-10-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22373	2024-10-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22374	2024-10-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22375	2024-10-21	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22376	2024-10-21	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22377	2024-10-21	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22378	2024-10-21	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22379	2024-10-15	SCOTTS CANADA LTD			1050.0	850.0	200.0				
22380	2024-10-15	SCOTTS CANADA LTD			975.0	750.0	225.0				
22381	2024-10-17	SCOTTS DELHI	DELHI,ON	ST-MARGARETS,NB	1225.0	1025.0	200.0	1538.177	0.7964	0.6664	0.13
22382	2024-10-16	SCOTTS CANADA LTD			1200.0	1000.0	200.0				
22384	2024-10-21	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22385	2024-10-21	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22386	2024-10-21	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22387	2024-10-21	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22388	2024-10-21	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22389	2024-10-22	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22390	2024-10-22	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22391	2024-10-22	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22392	2024-10-22	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22393	2024-10-22	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22394	2024-10-22	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22395	2024-10-22	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22396	2024-10-22	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22397	2024-10-22	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22398	2024-10-22	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22399	2024-10-23	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22400	2024-10-23	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22401	2024-10-23	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22402	2024-10-23	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22403	2024-10-23	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22404	2024-10-23	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22405	2024-10-23	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22406	2024-10-23	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22407	2024-10-23	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22408	2024-10-23	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22409	2024-10-24	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22410	2024-10-24	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22411	2024-10-24	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22412	2024-10-24	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22413	2024-10-24	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22414	2024-10-24	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22415	2024-10-24	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22416	2024-10-24	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22417	2024-10-24	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22418	2024-10-24	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22419	2024-10-25	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22420	2024-10-25	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22421	2024-10-25	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408	2.6246	2.1746	0.4499
22424	2024-10-17	EMBALLAGES AT			655.0	500.0	155.0				
22425	2024-10-25	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22426	2024-10-25	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22427	2024-10-25	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22428	2024-10-25	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22429	2024-10-25	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22430	2024-10-17	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	130.0	95.0	18.765	11.9904	6.9278	5.0626
22431	2024-10-17	CAPMATIC			495.0	325.0	170.0				
22437	2024-10-24	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
22438	2024-10-25	SCOTTS CANADA LTD			1300.0	1050.0	250.0				
22439	2024-10-21	CAPMATIC			2625.0	1865.0	760.0				
22440	2024-10-21	CAPMATIC			2475.0	1700.0	775.0				
22441	2024-10-22	CAPMATIC	LACHINE,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	41.382	3.6248	2.4165	1.2083
22442	2024-10-21	SCOTTS CANADA LTD			1050.0	850.0	200.0				
22443	2024-10-21	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	130.0	95.0	18.765	11.9904	6.9278	5.0626
22444	2024-10-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22445	2024-10-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22446	2024-10-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22447	2024-10-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22448	2024-10-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22449	2024-10-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22450	2024-10-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22451	2024-10-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22452	2024-10-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22453	2024-10-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22464	2024-10-21	EMBALLAGES AT	MIRABEL,PQ	MATTAWA,ON	385.0	330.0	55.0	440.11957926613525	0.8748	0.7498	0.125
22465	2024-10-30	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22466	2024-10-30	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22467	2024-10-30	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22468	2024-10-30	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22469	2024-10-30	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22475	2024-11-07	CAPMATIC	CHICAGO,IL	MONTREAL-NORD,PQ	4560.0	3700.0	860.0	1439.1539050011927	3.1685	2.571	0.5976
22476	2024-11-07	CAPMATIC	CHICAGO,IL	MONTREAL-NORD,PQ	4760.0	3700.0	1060.0	1439.1539050011927	3.3075	2.571	0.7365
22477	2024-11-07	CAPMATIC	CHICAGO,IL	MONTREAL-NORD,PQ	5080.0	3700.0	1380.0	1439.1539050011927	3.5299	2.571	0.9589
22479	2024-11-01	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22480	2024-10-31	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22481	2024-10-31	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22482	2024-10-31	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22483	2024-10-31	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22484	2024-10-23	SCOTTS CANADA LTD			1050.0	850.0	200.0				
22490	2024-10-29	SCOTTS CANADA LTD			1500.0	1100.0	400.0				
22491	2024-11-04	SCOTTS CANADA LTD			1300.0	1050.0	250.0				
22492	2024-11-01	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22493	2024-11-01	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22494	2024-11-01	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22495	2024-11-01	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22496	2024-11-01	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22497	2024-10-28	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	240.0	145.0	95.0	18.765	12.7898	7.7272	5.0626
22498	2024-10-25	EMBALLAGES AT	MIRABEL,PQ	SAINT-PAMPHILE,PQ	1100.0	1000.0	100.0	440.455	2.4974	2.2704	0.227
22499	2024-10-28	EMBALLAGES AT			1400.0	1200.0	200.0				
22500	2024-10-25	SCOTTS CANADA LTD			1350.0	1000.0	350.0				
22501	2024-11-04	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
22502	2024-11-04	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857	2.6521	2.1974	0.4546
