Unnamed: 0	Unnamed: 1	(By Requested Pickup date)	Unnamed: 3	Unnamed: 4
Report Period: 01/01/2024	12/31/2024			
				---- Home Cur ----
Order No Req P/U	Customer	Origin Destination Revenue		Cost Margin
22224 02/07/2024	SCOTTS CANADA LTD	DELHI,ON MIRAMICHI,NB	1,750.00 CA	1,500.00 250.00
22225 10/07/2024	CAPMATIC	MONTREAL-NORD,PCQAMDEN,NJ	2,475.00 CA	1,950.00 525.00
22226 08/07/2024	DEXTER	LONGUEUIL,PQ MONTMAGNY,PQ	925.00 CA	700.00 225.00
22227 09/07/2024	CAPMATIC	BOUCHERVILLE,PQ MONTREAL-NORD,PQ	150.00 CA	100.00 50.00
22228 11/07/2024	CAPMATIC	LACHINE,PQ MONTREAL-NORD,PQ	150.00 CA	100.00 50.00
22229 12/07/2024	SCOTTS CANADA LTD	LACHINE,PQ DELHI,ON	675.00 CA	500.00 175.00
22230 16/07/2024	CAPMATIC	MONTREAL-NORD,PSQT-LEONARD,PQ	225.00 CA	130.00 95.00
22231 16/07/2024	CAPMATIC	BOUCHERVILLE,PQ MONTREAL-NORD,PQ	275.00 CA	160.00 115.00
22232 15/08/2024	CAPMATIC	BOGOTA, COLUMBIAMONTREAL-NORD,PQ 14,939.09 CA		14,446.73 492.36
22233 16/07/2024	ENGRAIS McINNES	STANSTEAD,PQ GOWANSTOWN,PQ	1,200.00 CA	750.00 450.00
22234 16/07/2024	EMBALLAGES AT	MIRABEL,PQ AMOS,PQ	750.00 CA	550.00 200.00
22235 23/07/2024	CAPMATIC	MONTREAL-NORD,PHQOUSTON,TX	6,000.00 CA	4,950.00 1,050.00
22236 23/07/2024	CAPMATIC	MONTREAL-NORD,PHQOUSTON,TX	4,750.00 CA	4,000.00 750.00
22237 17/07/2024	DEXTER	LONGUEUIL,PQ MONTMAGNY,PQ	1,250.00 CA	1,000.00 250.00
22238 18/07/2024	CAPMATIC	MONTREAL-NORD,PHQEBRON,KY	2,450.00 CA	2,000.00 450.00
