Unnamed: 0	Unnamed: 1	(By Requested Pickup date)	Unnamed: 4
23090 25/08/2025	SCOTTS QUALI-GRO	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	1,200.00 300.00
23091 26/08/2025	SCOTTS QUALI-GRO	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	1,200.00 300.00
23092 26/08/2025	SCOTTS QUALI-GRO	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	1,200.00 300.00
23093 27/08/2025	SCOTTS QUALI-GRO	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	1,200.00 300.00
23094 27/08/2025	SCOTTS QUALI-GRO	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	1,200.00 300.00
23095 04/09/2025	SCOTTS QUALI-GRO	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	1,200.00 300.00
23096 03/09/2025	SCOTTS QUALI-GRO	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	1,200.00 300.00
23097 03/09/2025	SCOTTS QUALI-GRO	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	1,200.00 300.00
23098 04/09/2025	SCOTTS QUALI-GRO	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	1,200.00 300.00
23099 04/09/2025	SCOTTS QUALI-GRO	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	1,200.00 300.00
23100 25/08/2025	SCOTTS CANADA LTD	MECHANICSVILLE,VSAT-BONAVENTURE 1,995.00 CA	1,650.00 345.00
23101 25/08/2025	CAPMATIC	BOUCHERVILLE,PQ MONTREAL-NORD,PQ 275.00 CA	160.00 115.00
23102 03/09/2025	CAPMATIC	MONTREAL-NORD,PFQAIRFIELD,NJ 2,250.00 CA	1,700.00 550.00
23103 04/09/2025	CAPMATIC	MONTREAL-NORD,PFQAIRFIELD,NJ 2,250.00 CA	1,700.00 550.00
23104 26/08/2025	SCOTTS DELHI	DELHI,ON MIRAMICHI,NB 1,675.00 CA	1,400.00 275.00
23105 08/09/2025	SCOTTS CANADA LTD	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	900.00 300.00
23107 10/09/2025	SCOTTS CANADA LTD	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	900.00 300.00
23109 28/08/2025	SCOTTS CANADA LTD	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	1,000.00 200.00
23110 27/08/2025	SCOTTS MILOT	ST-MAJORIQUE,PQ ST-LUDGER DE MILOT 1,700.00 CA	1,500.00 200.00
23111 09/09/2025	SCOTTS CANADA LTD	L'ORIGNAL,ON ST-BONAVENTURE 900.00 CA	750.00 150.00
23116 02/09/2025	SCOTTS CANADA LTD	L'ORIGNAL,ON ST-BONAVENTURE 900.00 CA	775.00 125.00
23117 03/09/2025	SCOTTS CANADA LTD	L'ORIGNAL,ON ST-BONAVENTURE 900.00 CA	775.00 125.00
23118 03/09/2025	SCOTTS CANADA LTD	L'ORIGNAL,ON ST-BONAVENTURE 900.00 CA	775.00 125.00
23119 08/09/2025	SCOTTS CANADA LTD	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	950.00 250.00
23121 10/09/2025	SCOTTS CANADA LTD	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	950.00 250.00
23122 08/09/2025	EMBALLAGES AT	MIRABEL,PQ ST-ELZÉAR,PQ 875.00 CA	0.00 875.00
23123 10/09/2025	EMBALLAGES AT	ST-ELZÉAR,PQ MIRABEL,PQ 1,375.00 CA	1,125.00 250.00
23125 10/09/2025	CAPMATIC	BOUCHERVILLE,PQ MONTREAL-NORD,PQ 250.00 CA	175.00 75.00
23126 09/09/2025	SCOTTS CANADA LTD	ST-MAJORIQUE,PQ ST-LUDGER DE MILOT 1,700.00 CA	1,500.00 200.00
